lat,lon,alt,date,device,os,version
46.9542236328,0.609246909618,23,2014-03-26 19:48:16,"iPhone4,1",7.1,1.1
46.9533119202,0.609283745289,24,2014-03-26 19:48:16,"iPhone4,1",7.1,1.1
46.9523544312,0.609234452248,24,2014-03-26 19:48:16,"iPhone4,1",7.1,1.1
46.9514350891,0.609216749668,24,2014-03-26 19:48:16,"iPhone4,1",7.1,1.1
46.9504547119,0.609193861485,24,2014-03-26 19:48:16,"iPhone4,1",7.1,1.1
46.9494667053,0.609100401402,24,2014-03-26 19:48:16,"iPhone4,1",7.1,1.1
46.9484825134,0.60912746191,24,2014-03-26 19:48:16,"iPhone4,1",7.1,1.1
46.9475250244,0.609045445919,23,2014-03-26 19:48:16,"iPhone4,1",7.1,1.1
46.9465179443,0.609085261822,24,2014-03-26 19:48:16,"iPhone4,1",7.1,1.1
46.5690765381,0.327467858791,77.3030395508,2014-03-26 20:07:28,"iPhone4,1",7.1,1.1
45.6853485107,0.161272361875,62.2988204956,2014-03-26 20:45:52,"iPhone4,1",7.1,1.1
45.4964141846,0.162458524108,119.473526001,2014-03-26 20:58:40,"iPhone4,1",7.1,1.1
45.4143676758,0.139676094055,119.473526001,2014-03-26 21:07:12,"iPhone4,1",7.1,1.1
45.2420921326,0.041416157037,119.473526001,2014-03-26 21:13:36,"iPhone4,1",7.1,1.1
45.1901397705,0.0124320136383,119.473526001,2014-03-26 21:17:52,"iPhone4,1",7.1,1.1
44.8777084351,-0.533504724503,7.33613967896,2014-03-26 21:34:56,"iPhone4,1",7.1,1.1
44.8340950012,-0.550101339817,3.96602725983,2014-03-26 21:41:20,"iPhone4,1",7.1,1.1
44.8264656067,-0.556233406067,8.01386070251,2014-03-26 21:45:36,"iPhone4,1",7.1,1.1
44.8319168091,-0.558826327324,7.50847005844,2014-03-26 21:58:24,"iPhone4,1",7.1,1.1
44.8437423706,-0.570266366005,4.22591924667,2014-03-26 22:04:48,"iPhone4,1",7.1,1.1
44.8484611511,-0.570825099945,4.19018507004,2014-03-26 22:17:36,"iPhone4,1",7.1,1.1
44.8599281311,-0.554441154003,5.45444393158,2014-03-26 22:21:52,"iPhone4,1",7.1,1.1
44.8681144714,-0.548717141151,9.29978942871,2014-03-26 22:28:16,"iPhone4,1",7.1,1.1
44.863899231,-0.553609967232,3.34328269958,2014-03-27 08:49:04,"iPhone4,1",7.1,1.1
44.8554840088,-0.563446164131,4.55502748489,2014-03-27 08:53:20,"iPhone4,1",7.1,1.1
44.8506965637,-0.570438623428,6.91228151321,2014-03-27 08:59:44,"iPhone4,1",7.1,1.1
44.8537597656,-0.575106859207,7,2014-03-27 13:13:36,"iPhone4,1",7.1,1.1
44.8506965637,-0.570435404778,-56.8615531921,2014-03-27 16:29:52,"iPhone4,1",7.1,1.1
44.8540382385,-0.565834999084,4.31592845917,2014-03-27 17:50:56,"iPhone4,1",7.1,1.1
44.8604888916,-0.552984476089,6.1387887001,2014-03-27 17:57:20,"iPhone4,1",7.1,1.1
44.8687705994,-0.549133241177,12.7152872086,2014-03-27 18:05:52,"iPhone4,1",7.1,1.1
44.8632698059,-0.550258755684,-32,2014-03-28 08:32:00,"iPhone4,1",7.1,1.1
44.8528785706,-0.567411720753,3.77622485161,2014-03-28 08:38:24,"iPhone4,1",7.1,1.1
44.8537406921,-0.553252995014,-3.99663066864,2014-03-28 09:04:00,"iPhone4,1",7.1,1.1
44.8507537842,-0.570477843285,6.75112867355,2014-03-28 09:18:56,"iPhone4,1",7.1,1.1
